"Timestamp","Transaction ID","Transaction Type","Member Name","Initiating Org ID","Duration","Status"
"03/09/2026 07:38:19.130","019cd264107a7400bda39c2040511e2e","CreatePatient","","","139.23ms","Successful"
"03/09/2026 07:38:18.423","019cd2640db77dfca32bae1b29ad7809","GetPatientByPatientId","","","12.63ms","ClientError"
"03/09/2026 07:36:56.579","019cd262ce03787fbaacf044915c9b18","DeletePatientByPatientId","","","44.33ms","Successful"
"03/09/2026 07:35:03.495","019cd2611447728fbffd845b90c2f72a","GetDocument_R4","","","41400.02ms","Successful"
"03/09/2026 07:35:02.571","019cd26110ab753faa25718d83113a31","GetPatientLinks","","","247.73ms","Successful"
"03/09/2026 07:34:59.629","019cd261052d7bffad8db4a666cd5f79","","","","1324.49ms","Successful"
"03/09/2026 07:34:59.028","019cd26102d4773b807e818617335b69","CreatePatient","","","32.23ms","Successful"
"03/09/2026 07:34:58.271","019cd260ffdf788f9bb7be31c5e37eeb","GetPatientByPatientId","","","26.06ms","Successful"
"03/09/2026 07:31:08.371","019cd25d7dd37ca0b27df8d3cfee8c41","GetDocument_R4","","","41394.06ms","Successful"
"03/09/2026 07:31:06.734","019cd25d776e7acf9bf26445acbc6693","GetPatientLinks","","","233.18ms","Successful"
"03/09/2026 07:29:30.049","019cd25bfdc1794fb5dcf74985bf5fe0","","","","5422.69ms","Successful"
"03/09/2026 07:29:29.335","019cd25bfaf771fe8a5e72000fe587f3","CreatePatient","","","144.44ms","Successful"
"03/09/2026 07:29:28.666","019cd25bf85a720abde919c411d070f5","GetPatientByPatientId","","","13.03ms","ClientError"
"03/09/2026 07:26:59.161","019cd259b05979498ced59c4df0374f1","DeletePatientByPatientId","","","87.03ms","Successful"
"03/09/2026 07:23:57.023","019cd256e8df7f6cb99cae2f9b9f0274","GetDocument_R4","","","41660.77ms","Successful"
"03/09/2026 07:23:55.979","019cd256e4cb754bbd4dd1785082a5a9","GetPatientLinks","","","234.68ms","Successful"
"03/09/2026 07:22:22.864","019cd255791077f9ba8d7e39e672e430","","","","1736.05ms","Successful"
"03/09/2026 07:22:22.143","019cd255763f7653be69adbbc612ecf0","CreatePatient","","","150.82ms","Successful"
"03/09/2026 07:22:21.471","019cd255739f7a6498e50889d99eb1f1","GetPatientByPatientId","","","13.06ms","ClientError"
"03/09/2026 07:21:10.671","019cd2545f0f78a595f2bd90fe0281f0","DeletePatientByPatientId","","","69.57ms","Successful"
